sample	genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads	species	genus	SDP	sec_clust
43B	A9G23.fna	0.423588124479848	0.0157793381986258	0.0041422621068419	2434386	53	21	0	14.2049259306464	0.0091241397132589	0.0081116963373926	0.312042567215544	0.002985675090214	0.979946320960146	0.982782194763762	NA	False	407	93.7665847665848	0.620443980269427	0.984804672814412	396	340	337	168	4004	4261	0.959027729200188	505	15154	Gilliamella sp.	Gilliamella	Gilli_bombus	45_3
43B	A9G35.fna	1.28580538017125	0.177519779481843	0.0017117001956626	2628355	125	87	0	6.06361174347038	0.0037580691928589	0.0851064639289593	0.678695546054194	0.0008958611656146	0.988278421029103	0.989087576556842	NA	False	728	61.760989010989	0.660927869216164	0.970169031001522	2622	2441	2425	633	13162	13374	0.982915203400888	3058	39332	Gilliamella sp.	Gilliamella	Gilli_bombus	46_2
43B	A9G47.fna	0.302837048306593	0.0117725107431491	0.0021029821626468	2847396	61	21	0	6.39781521315792	0.003799620526122	0.0063682747324221	0.234637050329401	0.0006602837444241	0.979540065074726	0.980698174598798	NA	False	19	100.052631578947	0.422542807805092	0.988851095993953	371	350	349	60	3391	3548	0.969977690503463	409	11563	Gilliamella sp.	Gilliamella	Gilli_bombus	45_1
43B	B6C99.fna	53.36545250392	0.915439363470732	0.0099552857280571	2709192	77	76	47	52.031402989042	0.0317017756133681	0.85161701348594	1	0.0084662140016426	0.984970921387625	0.99161535614257	NA	False	319827	87.2621010733928	0.520733771077258	0.976956957788692	34675	19345	18623	61070	552079	557158	0.977826091034423	79693	1449539	Gilliamella apis	Gilliamella	Gilli_2	53_3
43B	BBC0122.fna	0.570144867316178	0.0805655039948927	0.0087745493424438	2907212	1	1	0	4.72789275053466	0.0027729643021422	0.0260816892610514	0.395550962589515	0.0017965851357192	0.967965710517639	0.974863171777118	NA	False	748	34.4104278074866	0.566159912245789	0.987152393250875	2429	1906	1876	1244	6199	6511	0.971068069160933	3120	35431	Bartonella apis	Bartonella	Bapis	39_1
43B	BBC0244.fna	3.94658294672066	0.725979350475569	0.0117958229423273	2643257	1	1	2	8.94400357691872	0.0055014704145962	0.216555181732234	0.96934111405427	0.0072001812169611	0.978726823907996	0.987262648691238	NA	False	16053	49.0223011275151	0.474166091543443	0.968834094635574	12177	7291	7121	13012	39121	39990	0.97583300335633	20133	139205	Bartonella apis	Bartonella	Bapis	39_3
43B	BGI32.fna	0.483758553109394	0.0152760264939055	0.0077906887665778	2483892	119	42	0	9.00887365516275	0.0057437418185689	0.0083497994276723	0.347640052320689	0.0026152107116207	0.974156219864995	0.979845708775313	NA	False	967	63.6287487073423	0.517302281048162	0.992147454897266	536	418	401	376	4758	4898	0.964804586254796	777	20943	Snodgrassella sp.	Snodgrassella	Snod_bombus	62_2
43B	BHC44.fna	0.437657715974581	0.012033840166692	0.0034602800796596	2582966	90	22	0	5.62081017279896	0.0035096046497111	0.0091514948319102	0.320536500274666	0.0021600413470903	0.989254590066842	0.991454437769693	NA	False	204	37.1764705882353	0.73989437541191	1	254	202	198	169	4510	4573	0.968810834058134	367	14676	Snodgrassella sp.	Snodgrassella	Snod_bombus	62_3
43B	BHC57.fna	0.313434969507615	0.0058834666576727	0.0037005654335651	2609176	74	13	0	5.826266087918	0.0036172118072329	0.0046420785719322	0.241765881881714	0.002542621129663	0.984725891677675	0.987037648612946	NA	False	125	44.176	0.835489210060123	0.997735858821094	185	157	151	94	3198	3231	0.961310047142624	245	10474	Snodgrassella sp.	Snodgrassella	Snod_bombus	62_4
43B	BINDI.fna	145.489719500088	0.945804262325704	0.0089752482586389	1734546	1	1	155	56.5100153615777	0.0429099174508348	0.937748552070686	1	0.0083435242161012	0.979269849154785	0.986916624450991	NA	False	338106	121.92254500068	0.603461533291712	0.987591905485011	33719	21281	20813	36537	928215	945843	0.977042772801644	57350	1939365	Bifidobacterium coryneforme 	Bifidobacterium	Bifido_2	57_1
43B	CIN.fna	0.684617101831612	0.0023435927810987	0.0022717400992544	2454778	26	4	0	19.0671661131675	0.0121826173191486	0.0020401030154254	0.453661701572725	0.0012308905277718	0.960063897763578	0.961661341853035	NA	False	61	4.36065573770492	0.678155164285137	1	200	192	190	21	6116	6496	0.928268458007909	211	21873	Commensalibacter intestini	Commensalibacter	Com_drosophila	28_0
43B	ESL0198.fna	41.0610001291696	0.962036603997132	0.0137128519688596	2245110	1	1	41	26.9683585677542	0.0179992804295876	0.909009358116083	1	0.0112570552904917	0.982440933229976	0.99293864347083	NA	False	333865	64.5791981789046	0.508258840714299	0.98001471493555	35835	14411	13944	74386	341235	345080	0.980404167205205	88330	860083	Bifidobacterium polysaccharolyticum	Bifidobacterium	Bifido_1.4	58_1
43B	ESL0200.fna	7.16843526756225	0.944997822983638	0.006907565805962	1945323	1	1	5	9.14082478503589	0.0065540833684695	0.604017430524391	0.998217482060084	0.0090223533393098	0.991277513619045	0.994897060362942	NA	False	20350	59.144914004914	0.409480309616622	0.975527762341796	10249	5996	5923	14698	52998	54661	0.984549540472237	20621	156051	Bifidobacterium sp.	Bifidobacterium	Bifido_1.5	58_8
43B	ESL0825.fna	53.7582960078865	0.923393906426904	0.0181028898629491	2213414	5	4	49	42.2441811091739	0.0284010106711159	0.865265603271688	1	0.016210966511994	0.984389024384513	0.994201622710215	NA	False	796484	82.8787131944898	0.311229736325642	0.95132721561898	29898	11105	10564	99350	439412	444013	0.976047118276748	109914	1162969	Bifidobacterium apousia	Bifidobacterium	Bifido_1.1	58_6
43B	ESL0827.fna	20.7935319092235	0.961052822756552	0.0133760901430416	2191404	1	1	15	24.3045497982704	0.0164189837853891	0.848345626821891	0.999999989381719	0.0100621245735064	0.98658682737802	0.994879154501073	NA	False	141999	56.1144796794344	0.450234371060874	0.978137633420099	24936	9520	9241	58798	170782	173640	0.982291149774455	68039	502273	Bifidobacterium sp.	Bifidobacterium	Bifido_1.4	58_2
43B	GAPWK.fna	504.553529450738	0.980268916599669	0.0112820390942641	3139412	1	1	546	247.721299167805	0.139814783726751	0.97112675876884	1	0.0108241502271055	0.988051235138664	0.995837661585815	NA	False	1462591	170.952127423183	0.421413859025961	0.956157087177738	36429	12690	12152	94299	6025790	6169501	0.984754728777605	106451	13089192	Gilliamella apicola	Gilliamella	Gilli_1	52_1
43B	Ga0055041.fna	0.538711326709692	0.0467516028362771	0.0013333248657484	2260992	61	8	0	5.64757450440035	0.0037660616207793	0.0191066576086956	0.378538987618291	0.0008062239517624	0.984212962962963	0.985023148148148	NA	False	18	39.6666666666667	0.951388888888889	1	682	647	645	81	4810	4966	0.983715409023216	726	14997	Gilliamella sp.	Gilliamella	Gilli_bombus	46_4
43B	Ga0056940.fna	0.0079926595009916	0.0014615570912164	0.0008198752317552	1895239	4	1	0	0.281403662727443	0.0002044511452421	0.0006458288374183	0.0070326725410724	0	0.979575163398691	0.979575163398691	NA	False	NA	NA	NA	NA	25	25	25	0	62	64	0.975508529478394	25	179	Bifidobacterium bombi	Bifidobacterium	Bifido_bombus	66_0
43B	Ga0057557.fna	0.0003308209133385	0.000184168343508	NA	2052470	5	1	0	0.024986411054324	1.7445017160229e-05	0	0.0002920722050844	NA	0	0	NA	False	NA	NA	NA	NA	0	0	0	0	4	4	1	0	87	Bifidobacterium bohemicum	Bifidobacterium	Bifido_bombus	65_0
43B	Ga0061079.fna	0.0012612082374915	0.0005559611822411	0.0237979944479667	2331098	42	2	0	0.0628203214646107	4.12196096739829e-05	5.06199224571366e-05	0.0011130269991538	0	0.932203389830501	0.983050847457625	NA	False	NA	NA	NA	NA	8	2	2	6	11	14	0.945057711621536	8	64	Apibacter mensalis	Apibacter	Api_bombus	42_0
43B	Ga0061080.fna	0.755960872263765	0.251114720095499	0.0031536706263638	2521485	113	103	0	2.58376033216387	0.0016344783718213	0.0393716401247677	0.48701745011514	8.26797767557706e-05	0.983016872324352	0.98491060186351	NA	False	396	46.3358585858586	0.619922928240863	0.985637877249074	1686	1498	1488	471	7408	7585	0.984958216421718	1959	23593	Gilliamella intestini	Gilliamella	Gilli_bombus	46_3
43B	Ga0072403.fna	20.9007389268176	0.918916601104428	0.0158845442675418	2145544	40	38	12	57.6963392371187	0.0394630664314469	0.756324270208395	0.999999990340776	0.0145921466155099	0.985068961076016	0.99430957887556	NA	False	168925	68.5161402989492	0.425043485944404	0.964796463180037	24229	9234	8872	60135	169568	174381	0.977737680308392	69007	486439	Lactobacillus kimbladii	Lactobacillus	Firm5_4	37_2
43B	Ga0077910.fna	216.267004190761	0.918979360417717	0.0018066275455598	2692351	1	1	236	111.046433934928	0.0676791646199182	0.889649975058973	1	0.0012650659170199	0.982153428660891	0.98314873186515	NA	False	107675	178.380060366845	0.533865892829759	0.950174054290941	42747	40363	40121	8507	2182918	2240278	0.980718435935655	48628	4580364	Frischella perrara	Frischella	Fper_1	44_1
43B	Ga0098206.fna	0.0087975257641825	0.0026447220309716	0.0052836372876858	1830060	1	1	0	0.23487244237573	0.0001736293944953	0.0005841338535348	0.0077381206432369	0	0.967259120673524	0.974742750233861	NA	False	NA	NA	NA	NA	35	27	27	10	65	69	0.970174532790963	37	558	Bifidobacterium actinocoloniiforme	Bifidobacterium	Bifido_bombus	63_0
43B	Ga0098617.fna	0.147138925538995	0.110289396187144	0.0022212075579697	1535542	55	48	0	0.479463637712181	0.0003883167478863	0.0005112201424643	0.121837542595644	0	0.988535031847134	0.988535031847134	NA	False	NA	NA	NA	NA	9	9	9	0	877	888	0.986377477884642	9	2118	Apilactobacillus kunkeei	Apilactobacillus	Lkun	10_1
43B	Ga0133557.fna	19.2469734605492	0.907614482285323	0.0136758380430378	3086198	19	17	5	49.4754991133515	0.0281803185098962	0.565876525096575	0.999999958396335	0.0108105103449331	0.97881364424215	0.990902464316737	NA	False	160999	96.1877713526171	0.48839303648024	0.972005272231355	37000	15888	15366	51808	224309	230462	0.978011922523938	67174	649974	Gilliamella apis	Gilliamella	Gilli_3	53_5
43B	Ga0133563.fna	157.376902291127	0.983771037049448	0.0101486759109145	1683102	1	1	176	79.9500415391279	0.0616296085826393	0.949895490588212	1	0.0088138025225236	0.974432235761094	0.992709399907804	NA	False	844327	136.780074544578	0.516527138952813	0.974470928022922	40877	11656	11226	62114	980941	1004027	0.972833336437946	73340	2074147	Lactobacillus apis	Lactobacillus	Firm5_1	36_1
43B	Ga0216357.fna	0.0050484954515118	0.0011052794462233	0.0017777777380413	1899972	5	3	0	0.24633089347187	0.0001787556245792	0.0002842147147431	0.0044479001454879	0	0.94999999999999	0.94999999999999	NA	False	NA	NA	NA	NA	27	27	27	0	39	39	0.962732620962761	27	506	Bombella sp.	Bombella	Bom_apis_melli	4_0
43B	Ga0226843.fna	0.375020700442536	0.011470764931214	0.0020402670369084	1654554	13	6	0	8.51111495941888	0.0066219761626359	0.0093475341391093	0.281897726940539	0.0006158254744632	0.979826716668822	0.980861244019139	NA	False	50	37.48	0.930405905015713	0.988789750629146	312	296	295	53	2296	2527	0.96642234323652	348	12492	Lactobacillus bombicola	Lactobacillus	Firm5_bombus_2	32_1
43B	Ga0226852.fna	0.300608474591826	0.0187455450421098	0.0155346098242291	1634415	17	9	0	4.32196841330267	0.0033841744643008	0.0093201543059749	0.233129462852596	0.0047458361176498	0.955228779623186	0.970721459988184	NA	False	1833	54.9187124931806	0.821957137305752	0.997287043829085	682	446	430	539	1840	2949	0.952414960991301	969	10515	Lactobacillus bombicola	Lactobacillus	Firm5_bombus_1	33_0
43B	Ga0227298.fna	11.5095797493086	0.799105057535403	0.0011334266515716	2530442	18	17	11	11.3764144273944	0.0071567598912013	0.715857545835866	0.999961427035122	0.0038592685295452	0.990420307424607	0.990696883577449	NA	False	2318	48.7670405522002	0.59669593808764	0.973450211153522	17353	16852	16817	2922	112298	113375	0.987765722776194	19739	246463	Gilliamella sp.	Gilliamella	Gilli_bombus	46_1
43B	Ga0227301.fna	0.650353121165467	0.0461594957261586	0.0033311141331163	2687746	34	29	0	7.66702474479967	0.0046825552750035	0.0261289571261569	0.436879592473764	0.0073109494817842	0.969997721706442	0.972304493934043	NA	False	902	37.6186252771619	0.739551833776042	0.999002014980373	2107	1945	1936	505	6526	6967	0.963051775658658	2441	22492	Gilliamella sp.	Gilliamella	Gilli_bombus	45_2
43B	Ga0227302.fna	0.398158181215518	0.1445495018769	0.0031510816208318	2377324	10	10	0	3.83159460840905	0.0024860978413865	0.0091060368717095	0.296419987510715	0.0012317320258922	0.980737250554324	0.982954545454545	NA	False	144	40.6666666666667	0.576839992373536	1	417	369	365	120	3704	3765	0.986463554205319	485	13119	Gilliamella sp.	Gilliamella	Gilli_bombus	45_4
43B	Ga0227359.fna	217.026344840184	0.967942933328568	0.0150865611311871	2014626	29	28	244	152.903417104851	0.107881291981526	0.935593008330082	1	0.0143381323776548	0.974976523579876	0.991414261991543	NA	False	1474143	153.360370059078	0.470757164471256	0.951694532933672	47166	16183	15453	85676	1630314	1668606	0.980086043083966	101129	3579246	Lactobacillus melliventris	Lactobacillus	Firm5_3	38_2
43B	Ga0248239.fna	0.438877253417177	0.0020043586307173	0.0017620307579636	2354868	14	2	0	13.7375391947964	0.0089574439677924	0.0016986090090824	0.32126778779082	0.0008943017301612	0.9625	0.964	NA	False	27	5.14814814814815	0.241932351477276	0.907694242550989	150	144	144	15	3845	3995	0.924383218448793	159	14228	Commensalibacter	Commensalibacter	Com_monarch	29_0
43B	Ga0307800.fna	0.414460873381314	0.0089560504682324	0.0036511986547236	2809609	1	1	0	6.95811074879082	0.0041512981844767	0.0061841345183618	0.306475666023207	0.0017777673810235	0.996086330935252	0.997812949640288	NA	False	135	80.1481481481482	0.340605629512395	0.879938254062518	68	38	36	119	4627	4734	0.994501819253739	155	13011	Gilliamella sp.	Gilliamella	Gilli_5	55_0
43B	Ga0307802.fna	0.199239227012234	0.0094388573009624	0.0030746718604454	2754041	1	1	0	3.77410282031195	0.0022742823232082	0.0053997017473596	0.161321833140042	0.0005299252204764	0.995763566673391	0.997579180956224	NA	False	41	52.9512195121951	0.382525080468934	0.937420634920635	63	36	30	74	2258	2323	0.994484509411508	104	7322	Gilliamella sp.	Gilliamella	Gilli_4	50_2
43B	Ga0307803.fna	0.744049577187374	0.0223148913305216	0.0036874891871666	2404493	1	1	0	9.73045283831204	0.0062753715773336	0.0126014091120248	0.481593593942517	0.0021243691501807	0.986402640264026	0.988547854785478	NA	False	266	58.6390977443609	0.457262501175584	0.952686638166575	412	347	340	247	7087	7521	0.989125878865489	587	26495	Gilliamella sp.	Gilliamella	Gilli_6	54_1
43B	Ga0307804.fna	0.196167680036893	0.0130195488484119	0.0037582478980897	2151073	1	1	0	2.8784394241533	0.0019626814205951	0.0077379986639225	0.159044102955265	0.0026505902082883	0.995434064283569	0.996755782517272	NA	False	144	63.2916666666667	0.400778950565778	1	76	54	51	112	1739	1794	0.993225814083241	163	6565	Lactobacillus panisapium	Lactobacillus	Firm5_7	35_1
43B	Ga0308518.fna	0.013175818613902	0.0094139115924664	0	2023176	12	8	0	0.16609663581005	0.0001168427731475	0.0001522358905008	0.0115668316734479	0	0.993506493506493	0.993506493506493	NA	False	NA	NA	NA	NA	2	2	2	0	107	107	0.976395576831707	2	572	Bombella intestini	Bombella	Bom_bombus	3_0
43B	Ga0308523.fna	0.0152670092754547	0.0127322289552445	NA	1423003	26	21	0	0.142608467558579	0.0001197670963929	0	0.0133903105614439	NA	0	0	NA	False	NA	NA	NA	NA	0	0	0	0	85	90	0.975016167338867	0	227	Apilactobacillus kunkeei	Apilactobacillus	Lkun	11_0
43B	Ga0312305.fna	2.78882225324192	0.210586352904097	0.0110346299247831	2233706	1	1	0	14.803377147921	0.0099052932917515	0.0901958449321441	0.914780930486726	0.0054745928018795	0.970248819929419	0.977584863330206	NA	False	9604	58.7228238234069	0.496562016257265	0.974914462019045	5994	4516	4430	4554	23090	23871	0.974049920220407	8984	123294	Bifidobacterium sp.	Bifidobacterium	Bifido_1_cerana	58_10
43B	Ga0312307.fna	0.0002501776952973	0.0001343786929835	NA	2314355	1	1	0	0.0241427330651421	1.5870488851314e-05	0	0.0002208825068138	NA	0	0	NA	False	NA	NA	NA	NA	0	0	0	0	2	2	0.951931750676553	0	7	Apibacter sp.	Apibacter	Api_1	41_1
43B	Ga0326500.fna	303.076474550996	0.902052647585909	0.0016060291901106	2446304	15	15	336	150.605620211593	0.0963501765520421	0.894840543121378	1	0.001221858451635	0.97902653751487	0.979939718197649	NA	False	61838	131.343025324234	0.650288317375521	0.970904682263986	45912	43913	43664	6879	2759359	2791424	0.971182280019331	50543	5721503	Snodgrassella alvi	Snodgrassella	Snod_1	61_1
43B	Ga0372762.fna	0.0469109341785844	0.0335715633372325	0.0019902550092139	1987575	1	1	0	0.311562316063065	0.0002210065380753	0.0006429946039772	0.0405761729720451	0	0.980438184663536	0.980438184663536	NA	False	NA	NA	NA	NA	25	25	25	0	369	398	0.986270982306397	25	2267	Bombella sp.	Bombella	Bom_1	2_2
43B	Ga0418777.fna	0.082701814082825	0.0026054355502054	0.0082531146820461	2612615	1	1	0	2.86183529797489	0.0017706129437737	0.0015333296333367	0.0704230621144442	0.0056198199053068	0.972291562656016	0.981028457314029	NA	False	293	64.3924914675768	0.851949624917376	1	111	76	73	75	880	1003	0.975520385183716	148	4155	Frischella sp.	Frischella	Fper_2	56_0
43B	H3R26.fna	31.0061732531453	0.974561506374282	0.0035797781636474	1671404	9	9	31	10.7940346863315	0.008353667808045	0.964273149998444	0.999999999998713	0.0068236060429467	0.988228505481823	0.993204028069914	NA	False	37404	49.1823334402738	0.731951867384193	0.993507047535918	18972	10953	10820	18807	197511	199667	0.982147809073662	29627	407001	Bombilactobacillus mellifer	Bombilactobacillus	Firm4_2	31_1
43B	H3S80.fna	1.20882310553001	0.187168152727334	0.0088940131360763	2622818	3	2	0	7.48960551130919	0.0046251372945923	0.0538500955842151	0.656095336904165	0.0072939311763697	0.9680258285601	0.974759096283604	NA	False	3975	56.3383647798742	0.561756690422836	0.978710868829922	4516	3565	3494	2413	11705	12172	0.967445971001989	5907	63440	Bartonella apis	Bartonella	Bapis	39_2
43B	H3T37.fna	0.121044393694281	0.0904189253007078	0.0023452337219412	1522491	18	16	0	0.447713006618709	0.0003632758686786	0.0009477888539242	0.101368474120172	0	0.987525987525987	0.988911988911988	NA	False	NA	NA	NA	NA	18	16	15	5	706	714	0.985201998074413	20	1610	Apilactobacillus kunkeei	Apilactobacillus	Lkun	10_2
43B	H3T38.fna	157.565706923247	0.98266001121344	0.0130992063186819	1615918	15	9	174	86.563812335197	0.0681601229500785	0.969543008989318	1	0.0125086311848519	0.981486587749298	0.994972241051585	NA	False	734642	135.867019582327	0.421871559605075	0.958353017231022	29005	7877	7541	61296	956015	964964	0.973815363802818	68837	2080914	Bombilactobacillus mellis	Bombilactobacillus	Firm4_1	34_1
43B	H3T43.fna	15.5041753648015	0.857589186551648	0.0141939693405417	1922347	30	27	10	25.1118209663304	0.0181401654651639	0.686621614099848	0.999998866484675	0.0103443610300393	0.978788188722844	0.988047048127735	NA	False	75062	53.4815352641816	0.514119588073301	0.981472207796414	27998	15777	15259	41775	111514	114076	0.969718369845569	57034	317250	Lactobacillus kullabergensis	Lactobacillus	Firm5_4	37_3
43B	H3T80.fna	60.6959474349497	0.962326428451562	0.0097815716901735	2663671	11	10	49	50.7883800872727	0.0311317528134982	0.927069071217879	1	0.0107803006198069	0.988154241078931	0.993949964505648	NA	False	414265	87.0734143603732	0.544639197369246	0.979791814901854	29252	14940	14327	69813	617371	622703	0.972646387402486	84140	1577387	Gilliamella apis	Gilliamella	Gilli_2	53_2
43B	H3T89.fna	16.4699555251144	0.95102773046541	0.0133486031343589	2204615	21	21	12	19.9448207834458	0.0134455303863875	0.876595686775242	0.999999516865488	0.0133774235517553	0.988481575695607	0.995963894448596	NA	False	124313	62.9751675206937	0.40708308711215	0.971681173734727	22260	7800	7574	58345	135520	138309	0.975526751266309	65919	441335	Bifidobacterium asteroides	Bifidobacterium	Bifido_1.3	58_3
43B	H3U49.fna	5.92927682733379	0.544133977990779	0.0143242600310019	2051322	21	20	1	19.2111990623971	0.0134271152106751	0.281172824159249	0.99467611212272	0.0091094252904617	0.973065800241342	0.982641441391459	NA	False	30923	79.4727549073505	0.470751031596473	0.970889142606018	15535	10012	9721	16773	45232	47672	0.967982281915402	26494	182292	Lactobacillus kullabergensis	Lactobacillus	Firm5_4	37_1
43B	H3U87.fna	106.979610983428	0.960952703520019	0.0084659029072424	2066750	3	3	117	73.411737644282	0.0510722140100216	0.912410306036047	1	0.0050447105513816	0.980709266043175	0.98896551138979	NA	False	266813	90.3198157511066	0.565744862526433	0.974798360579537	36377	20808	20417	42900	827247	834260	0.991058409906793	63317	2006431	Bifidobacterium choladohabitans	Bifidobacterium	Bifido_1.2	58_5
43B	H3V17.fna	5.3666661705611	0.839783449918143	0.0135795979982956	2687600	8	6	3	9.6003262117858	0.0058577801357254	0.31027347819616	0.991250565669152	0.0089741377242467	0.979378599840986	0.989096896356958	NA	False	30900	49.6489644012945	0.474984429133023	0.965552567119775	17196	9092	8816	22453	54000	54945	0.966284813135425	31269	178255	Bartonella apis	Bartonella	Bapis	39_4
43B	SALWKB12.fna	0.448735430062042	0.0230654374395375	0.0017639597605817	2438497	34	12	0	5.67005638898285	0.003636074205614	0.0114447546993086	0.327150355231196	0.0010504071581335	0.992976924179447	0.993729396588792	NA	False	8	2	1	1	196	175	175	67	4466	4553	0.981409397430304	242	13522	Snodgrassella communis/Snodgrassella alvi	Snodgrassella	Snod_bombus	62_1
44B	14B_MAG.27.fa	17.7859728493117	0.952982859579589	0.0095456612541091	2316921	52	52	14	14.4825298856182	0.0095359907469251	0.873612868112465	0.99999984885316	0.0082211804686846	0.986510000533573	0.994459737996099	NA	False	64754	52.044383358557	0.633876552272848	0.98966379110981	27305	11214	10953	44686	155207	158030	0.981860770116934	55639	383136	Snodgrassella sp.	Snodgrassella	unclassified	60_1
44B	22B_MAG.26.fa	30.3233738031039	0.852863202860762	0.0050332813302709	2519329	2	2	34	23.0415758519718	0.0145179167233001	0.762089429367899	0.999999999997647	0.0034731281099348	0.968978944287207	0.975322325430713	NA	False	57564	53.9363664790494	0.661371403949433	0.986131711404382	59559	47380	46729	28123	277442	283263	0.96952985580604	74852	673056	Bartonella apis	Bartonella	Bapis	39_6
44B	22B_MAG.3.fa	16.2414945410955	0.984210531630945	0.0076725209173465	1980434	8	8	16	6.14404201865956	0.0043676678605209	0.963235836185402	0.999999408875794	0	0.989112640062905	0.995546818688159	NA	False	12925	30.4839458413927	0.511765542452818	0.99079258225703	20769	8495	8329	34571	121204	121992	0.984243580548739	42900	246534	Commensalibacter	Commensalibacter	Com_1	27_1
44B	25B_MAG.35.fa	0.0036178542186959	0.0028063688965169	NA	4670448	101	29	0	0.0766992221538778	3.55674679584939e-05	0	0.0031894680806781	NA	0	0	NA	False	NA	NA	NA	NA	0	0	0	0	61	73	0.956274193118461	0	412	Klebsiella pneumoniae	Klebsiella	unclassified	20_1
44B	25B_MAG.42.fa	0.0223723854041387	0.017930310507152	0	4839180	239	135	0	0.182020459646114	8.31553018165469e-05	2.95504610285207e-05	0.0195609685026583	0	1	1	NA	False	NA	NA	NA	NA	0	0	0	0	419	425	0.98842605609871	0	1113	Klebsiella variicola	Klebsiella	unclassified	20_2
44B	25B_MAG.9.fa	0.0436210782588848	0.0369183364875274	NA	1051510	75	58	0	0.237429718557806	0.0002332107356979	0	0.0377850495914813	NA	0	0	NA	False	NA	NA	NA	NA	0	0	0	0	181	181	0.997623758053022	0	371	Fructobacillus sp018437235	Fructobacillus	unclassified	6_0
44B	2B_MAG.3.fa	3.69884757936051	0.315272652156469	0.0057781445883535	2517310	4	4	0	10.6214819017682	0.0066955440169424	0.160803397277252	0.961844387391176	0.0040839926712211	0.971644696535505	0.976963477539082	NA	False	7085	54.0446012702893	0.695452037688755	0.989804872393399	11478	9325	9219	5123	34618	35472	0.973387592743654	14342	139718	Bartonella sp.	Bartonella	unclassified	39_5
44B	31B_MAG.25.fa	31.8180470070141	0.981791739014044	0.0047277074045272	1890186	13	13	32	13.4037925172932	0.0097560594446433	0.943352135715744	0.999999999999371	0.0080988087373166	0.984459183976769	0.990662387254635	9.95051055281824	False	87653	54.0696382325762	0.663460130553977	0.985504059837688	27711	16650	16500	24334	225260	227658	0.983344513641301	40834	485242	Lactobacillus helsingborgensis	Lactobacillus	Firm5_2	38_1
44B	33B_MAG.16.fa	0.032652711910479	0.0016445303531216	0.0160360440179024	2652429	19	5	0	2.11899102723008	0.0013020229362548	0.0006360207945245	0.0284206586807377	0.016135065796336	0.954949614700651	0.965619442797865	NA	False	511	111.843444227006	0.289632859777734	0.981164152255978	76	58	56	64	306	355	0.931142948273345	120	1328	Apibacter sp.	Apibacter	unclassified	40_1
44B	33B_MAG.28.fa	11.39676249968	0.520882721896521	0.0044271580065075	1953050	18	18	1	28.4945715164443	0.020408270018267	0.256887432477407	0.999957386578142	0.0013222706612238	0.970036714143915	0.9737459987164	NA	False	6528	57.272824754902	0.795861291882438	0.99591386616563	15033	13172	13107	4047	82175	83639	0.976355344510131	17154	285329	Bifidobacterium asteroides	Bifidobacterium	unclassified	58_4
44B	35B_MAG.14.fa	0.0010817085153783	0.0007045901938722	NA	5136319	18	5	0	0.0446440690690256	1.97056184419387e-05	0	0.0009546926098339	NA	0	0	NA	False	NA	NA	NA	NA	0	0	0	0	19	40	0.927671054696051	0	380	Klebsiella aerogenes	Klebsiella	unclassified	19_1
44B	35B_MAG.19.fa	0.0420498554768828	0.0337732903357286	NA	4151239	18	18	0	0.24203094158039	0.0001188421412031	0	0.0364491559759653	NA	0	0	NA	False	NA	NA	NA	NA	0	0	0	0	686	691	0.995704074932263	0	1527	Kluyvera sp902363335	Kluyvera	unclassified	23_0
44B	35B_MAG.26.fa	0.0011222073168711	0.0006112298018692	NA	4528575	35	9	0	0.0508429316806076	2.39103406332277e-05	0	0.000990418272536	NA	0	0	NA	False	NA	NA	NA	NA	0	0	0	0	18	39	0.919772369421686	0	300	Cedecea neteri	Cedecea	unclassified	21_0
44B	40B_MAG.15.fa	0.0704828972283719	0.0572942634265131	NA	1161303	53	44	0	0.311480803906369	0.0002903687352502	0	0.0603392736208451	NA	0	0	NA	False	NA	NA	NA	NA	0	0	0	0	333	335	0.990308455090177	0	686	Fructobacillus fructosus	Fructobacillus	unclassified	5_1
44B	48B_MAG.22.fa	0.0129983784891725	0.0043236711606089	0.0074852568477225	3727388	72	29	0	0.504413283319929	0.000261772970067	0.000336160335334	0.0114119521973075	0	0.929768555466879	0.936951316839585	NA	False	125	49.336	1	1	88	79	78	25	179	214	0.989850444588578	103	621	Jejubacter sp.	Jejubacter	unclassified	12_1
44B	48B_MAG.6.fa	0.0053916345955454	0.0041587928800318	NA	1953211	11	10	0	0.0901620707403831	6.45496853820298e-05	0	0.0047494986388606	NA	0	0	NA	False	NA	NA	NA	NA	0	0	0	0	40	40	0.982954225762943	0	84	Bombella mellum	Bombella	unclassified	2_1
